Name,Value
Mateo Tanlongo,€2.00m  
Lukas Hornicek,€2.00m  
Seba Pérez,€2.00m  
João Mendes,€2.00m  
Zé Carlos,€2.00m  
Lawrence Ofori,€2.00m  
Maga,€1.80m  
Pedro Álvaro,€1.50m  
Nemanja Jovic,€1.50m  
Mikel Villanueva,€1.50m  
Manu,€1.50m  
Adrián Marín,€1.50m  
Filipe Soares,€1.50m  
Mory Gbane,€1.50m  
Kewin,€1.50m  
Weverson,€1.50m  
Yanis Hamache,€1.50m  
Samu,€1.50m  
Enea Mihaj,€1.50m  
Samuel Portugal,€1.50m  
Romário Baró,€1.50m  
Pedro Álvaro,€1.50m  
Nemanja Jovic,€1.50m  
Quaresma,€1.50m  
Fábio Ronaldo,€1.50m  
Gustavo Assunção,€1.50m  
Paulo Oliveira,€1.50m  
Maxime Dominguez,€1.50m  
Lucas Piazón,€1.20m  
Tiago Esgaio,€1.00m  
Afonso Freitas,€1.00m  
Nicolás Otamendi,€1.00m  
Erick Cabaco,€1.00m  
Dani Figueira,€1.00m  
Alejandro Marqués,€1.00m  
Gaizka Larrazabal,€1.00m  
Nuno Moreira,€1.00m  
Alex Dobre,€1.00m  
Kaio César,€1.00m  
Claudio Falcão,€1.00m  
Facundo Cáseres,€1.00m  
Madson,€1.00m  
Eboue Kouassi,€1.00m  
Maracás,€1.00m  
Marios Vrousai,€1.00m  
Pablo Roberto,€1.00m  
Nuno Santos,€1.00m  
Otso Liimatta,€1.00m  
Godfried Frimpong,€1.00m  
Kevin Krygård,€800k  
Felippe Cardoso,€800k  
Bruno Gaspar,€800k  
Kikas,€800k  
Tiago Sá,€800k  
Matheus Pereira,€800k  
Miguel Reisinho,€800k  
Tiago Araújo,€800k  
Jhonatan,€800k  
Patrick William,€800k  
Kevin Krygård,€800k  
Kikas,€800k  
Tiago Sá,€800k  
Matheus Pereira,€800k  
Miguel Reisinho,€800k  
Tiago Araújo,€800k  
Leo Kokubo,€750k  
Beni,€700k  
Alfonso Trezza,€700k  
Bruno Lourenço,€700k  
Rafael Pontelo,€700k  
João Gonçalves,€700k  
Nermin Zolotic,€700k  
Pedro Amador,€700k  
Taichi Fukui,€700k  
Telasco Segovia,€700k  
Zé Carlos,€700k  
Jesús Castillo,€700k  
Luís Asué,€700k  
Volnei,€650k  
Miguel Nóbrega,€600k  
Aloísio,€600k  
Jonathan Buatu,€600k  
Nilton,€600k  
André Luiz,€600k  
André Luiz,€600k  
Talys,€600k  
Alex Pinto,€600k  
André Dhominique,€600k  
Rafael Barbosa,€600k  
João Graça,€500k  
Diogo Pinto,€500k  
Jean Felipe,€500k  
Óscar Aranda,€500k  
Elves Baldé,€500k  
Jeremy Antonisse,€500k  
Rúben Lameiras,€500k  
Nélson Oliveira,€500k  
Renato Pantalon,€500k  
Vladislav Morozov,€500k  
Leonel Bucca,€500k  
Kazu,€500k  
Nino Galovic,€500k  
Depú,€500k  
Tchamba,€500k  
Matías Rocha,€500k  
Tidjany Touré,€500k  
Dinis Pinto,€500k  
Uri Busquets,€400k  
Fernando Andrade,€400k  
Mamadou Tounkara,€400k  
Régis N'Do,€400k  
Manuel Keliano,€400k  
Eliaquim Mangala,€400k  
Hernâni,€400k  
Amine,€400k  
Miguel Puche,€400k  
Cezary Miszta,€400k  
Pedro Sá,€400k  
Rodrigo Pinho,€400k  
Ilija Vukotic,€400k  
Mor Ndiaye,€400k  
Ibrahima,€350k  
Fran Delgado,€350k  
Tiago Dias,€325k  
Rafael Brito,€300k  
Yusuf Lawal,€300k  
Charles,€300k  
Bruno Brígido,€300k  
Salvador Agra,€300k  
Berna,€300k  
Fahem Benaissa-Yahia,€300k  
Jhon Velásquez,€300k  
Joel Silva,€300k  
Ismael,€300k  
Diogo Dias,€300k  
Fahem Benaissa-Yahia,€300k  
Jhon Velásquez,€300k  
Pedro Aparício,€300k  
Raúl Parra,€300k  
Kiki,€300k  
Hélder Sá,€300k  
Magrão,€300k  
Adrián Butzke,€300k  
Luís dos Santos,€300k  
Ivan Zlobin,€300k  
Felipe Silva,€250k  
Gonçalo Nogueira,€250k  
Tashan Oakley-Boothe,€250k  
Iván Marcano,€250k  
David Simão,€200k  
Gilberto Batista,€200k  
Filipe Ferreira,€200k  
Castro,€200k  
Luiz Felipe,€200k  
Sávio,€200k  
Brian Araújo,€200k  
Vinícius,€200k  
André Geraldes,€200k  
Thomas Luciano,€200k  
Harouna Sy,€200k  
Aderllan Santos,€200k  
Miguel Rebelo,€200k  
João Valido,€200k  
Vincent Sasso,€200k  
Miguel Carvalho,€200k  
Thiago Silva,€200k  
Miguel Monteiro,€200k  
Caio Secco,€200k  
Carlão,€100k  
Samu,€100k  
Rúben Lima,€100k  
Seruca,€100k  
Luís Pires,€100k  
Afonso Monteiro,€100k  
Hugo Cunha,€100k  
Marco Matias,€100k  
Rúben Fernandes,€100k  
Marcelo,€100k  
Pedro Moreira,€100k  
Augusto Dabó,€100k  
Alhassane Sylla,€100k  
Amine Rehmi,€100k  
Alhassane Sylla,€100k  
Talocha,€100k  
Mika,€100k  
Tiago Machado,€100k  
Ricardo Batista,€100k  
Vítor Gomes,€100k  
Daniel Azevedo,€100k  
Miguel Lopes,€50k  
Gonçalo Miguel,€50k  
Rafa,€200k  
Raúl Silva,€400k  
Mamadou Loum,€2.00m  
Zeno Debast,€18.00m  
Ferro,€1.00m  
Danilo Veiga,€800k  
Tom van de Looi,€750k  
Vangelis Pavlidis,€25.00m  
Tiago Dantas,€3.00m  
Rochinha,€1.50m  
João Novais,€900k  
David Carmo,€12.00m  
Fran Navarro,€8.00m  
André Horta,€5.00m  
Soualiho Meïté,€3.50m  
Paulo Bernardo,€3.50m  
Sotiris Alexandropoulos,€3.00m  
Jovane,€2.50m  
Pedro Amaral,€700k  
Leandro Barreiro,€17.00m  
Ole Pohlmann,€1.50m  
Rodrigo Ribeiro,€3.00m  
Bruninho,€1.00m  
Rodrigo Varanda,€1.00m  
Alan Ruiz,€800k  
Gabriel Santos,€400k  
Daniel Carvalho,€200k  
Chico Lamba,€500k  
Isaac Monteiro,€100k  
Carlos Daniel,€225k  
