Name,Value
Bryan Teixeira,€1.20m  
Damian Michalski,€1.20m  
Frederik Jäkel,€1.20m  
Marvin Wanitzek,€1.20m  
Lasse Günther,€1.20m  
Tobias Raschl,€1.20m  
Marcel Sobottka,€1.00m  
Ron-Thorben Hoffmann,€1.00m  
Jan Elvedi,€1.00m  
Kai Klefisch,€1.00m  
Jason Ceka,€1.00m  
Havard Nielsen,€1.00m  
Andreas Bouchalakis,€1.00m  
Daniel Elfadli,€1.00m  
András Németh,€1.00m  
Bilal Hussein,€1.00m  
Mohammed El Hankouri,€1.00m  
Tim Oberdorf,€1.00m  
Kanji Okunuki,€1.00m  
Jonas Meffert,€1.00m  
Palkó Dárdai,€1.00m  
Robin Fellhauer,€1.00m  
Vincent Vermeij,€1.00m  
Guilherme Ramos,€900k  
Matheo Raab,€900k  
Budu Zivzivadze,€900k  
Johan Gómez,€900k  
Almamy Touré,€900k  
Smail Prevljak,€900k  
Aleksandar Vukotic,€900k  
Paul Stock,€900k  
Marlon Ritter,€850k  
Julian Krahl,€900k  
Filip Stojilkovic,€800k  
Richmond Tachie,€800k  
Marcel Beifus,€900k  
Dzenis Burnic,€800k  
Marco Meyerhöfer,€800k  
Carlo Sickinger,€800k  
Andre Hoffmann,€800k  
Baris Atik,€800k  
Felix Klaus,€800k  
Dominik Reimann,€800k  
Robin Bormuth,€800k  
Tomas Kalas,€800k  
Joshua Quarshie,€800k  
Jannis Heuer,€800k  
Derry Scherhant,€800k  
Matthias Zimmermann,€800k  
Leon Jensen,€800k  
Bryan Lasme,€800k  
Florian Kleinhansl,€800k  
Nicolas Kristof,€800k  
Sebastian Klaas,€800k  
Laurin Curda,€800k  
Nicolas Gavory,€800k  
Jean Hugonet,€800k  
Kenny-Prince Redondo,€750k  
Robert Ivanov,€750k  
Jonas David,€750k  
David Kinsombi,€750k  
Jasper van der Werff,€750k  
Tobias Müller,€750k  
Daniel Heber,€750k  
Lino Tempelmann,€750k  
Jeremy Dudziak,€750k  
Lukas Schleimer,€750k  
Koen Kostons,€750k  
Benjamin Goller,€750k  
Anton Donkor,€700k  
Max Christiansen,€700k  
Deyovaisio Zeefuik,€700k  
Luca Schnellbacher,€700k  
William Mikelbrencis,€700k  
Nicolai Rapp,€700k  
Maurice Neubauer,€700k  
Felix Platte,€700k  
Luca Schuler,€700k  
Jan Gyamerah,€700k  
Daniel Heuer Fernandes,€700k  
Anssi Suhonen,€700k  
Pelle Boevink,€700k  
Tatsuya Ito,€700k  
Gideon Jung,€700k  
Andi Hoti,€700k  
Andreas Voglsammer,€700k  
Sei Muroya,€700k  
Nikola Soldo,€700k  
Brooklyn Ezeh,€700k  
Jona Niemiec,€650k  
Leon Bell Bell,€650k  
Joshua Mees,€650k  
Marvin Rittmüller,€650k  
Niklas Tauer,€600k  
Aaron Opoku,€600k  
Sebastian Ernst,€600k  
Agustín Rogel,€600k  
Dennis Srbeny,€600k  
Noah Katterbach,€600k  
Karol Niemczycki,€600k  
Florian Le Joncour,€600k  
Henning Matriciani,€600k  
Lars Gindorf,€600k  
Christian Conteh,€600k  
Visar Musliu,€600k  
Tim Rossmann,€600k  
Maximilian Rohr,€600k  
Christoph Kobald,€600k  
Iván Márquez,€600k  
Frank Ronstadt,€550k  
Timo Baumgartl,€500k  
Philipp Müller,€500k  
Marius Gersbeck,€500k  
Kai Pröger,€500k  
Calvin Brackelmann,€500k  
Xavier Amaechi,€500k  
Robin Krauße,€500k  
Manuel Feil,€500k  
Afeez Aremu,€500k  
Fabian Schleusener,€500k  
Taylan Duman,€500k  
Ron-Robert Zieler,€500k  
Ahmet Gürleyen,€500k  
Tobias Mohr,€500k  
Daniel Hanslik,€500k  
Gustav Christensen,€500k  
Max Weiß,€400k  
Florian Niederlechner,€500k  
Levin Öztunali,€500k  
Anderson Lucoqui,€500k  
Bradley Ibrahim,€400k  
Jannis Nikolaou,€400k  
Youssef Amyn,€400k  
Johannes Geis,€400k  
Kerim Calhanoglu,€400k  
Fabio Kaufmann,€400k  
Leo Greiml,€400k  
Orestis Kiomourtzoglou,€400k  
Ermin Bicakcic,€400k  
Adriano Grimaldi,€400k  
Lukas Pinckert,€400k  
Connor Krempicki,€400k  
Alexander Nollenberger,€400k  
Philipp Klement,€400k  
Dominik Martinovic,€350k  
Philipp Hercher,€350k  
Leander Popp,€350k  
Toni Leistner,€350k  
Ibrahima Cissé,€350k  
Sidi Sané,€350k  
Takashi Uchino,€350k  
Sima Suso,€350k  
Oualid Mhamdi,€350k  
Charalambos Makridis,€350k  
Joseph Boyamba,€325k  
Arne Sicker,€300k  
Sebastian Jung,€300k  
Tino Casali,€300k  
Nicolas Oliveira,€300k  
Christian Mathenia,€300k  
Omar Megeed,€250k  
Enrico Valentini,€250k  
Ali-Eren Ersungur,€250k  
Julian Pollersbeck,€250k  
Nils Körber,€250k  
Leo Weinkauf,€250k  
Luca Dürholtz,€250k  
Mikkel Kirkeskov,€250k  
Marko Johansson,€200k  
Robert Kwasigroch,€200k  
Tim Goller,€200k  
Martin Ens,€200k  
Ralf Fährmann,€200k  
Hendrick Zuck,€200k  
Tim Boss,€200k  
Avdo Spahic,€175k  
Robin Himmelmann,€150k  
Semir Kaymakci,€150k  
Mesut Kesik,€150k  
Emir Kuhinja,€150k  
Eldin Dzogovic,€100k  
Noah Kruth,€100k  
Arne Schulz,€100k  
Tarek Chahed,€100k  
Eren Öztürk,€100k  
Tom Mickel,€100k  
Patryk Dragon,€100k  
Daniel Bunk,€100k  
Nicolas Ortegel,€100k  
Leon-Oumar Wechsel,€100k  
Michael Langer,€50k  
Frank Lehmann,€100k  
Florian Pruhs,€50k  
Justin Duda,€50k  
Montell Ndikom,€200k  
Efe Kaan Sihlaroglu,€200k  
Adam Karabec,€3.00m  
Michal Sevcik,€900k  
Diego Demme,€800k  
Wilfried Kanga,€4.00m  
Martin Wasinski,€450k  
Tim Handwerker,€1.00m  
Markus Schubert,€300k  
Mehmet Aydın,€1.50m  
Mathias Olesen,€1.50m  
Adrian Gantenbein,€1.00m  
Sergio López,€700k  
Andrin Hunziker,€400k  
Noah Rupp,€200k  
Valon Zumberi,€150k  
Stefanos Tzimas,€1.80m  
Myziane Maolida,€900k  
Eric Martel,€7.50m  
Max Finkgräfe,€6.00m  
Timo Hübers,€5.50m  
Jan Thielmann,€5.00m  
Dejan Ljubicic,€5.00m  
Denis Huseinbasic,€4.00m  
Marvin Schwäbe,€4.00m  
Linton Maina,€3.00m  
Christoph Klarer,€3.00m  
Luca Waldschmidt,€2.50m  
Kevin Sessa,€2.50m  
Florian Kainz,€2.50m  
Noah Mbamba,€2.50m  
Marvin Mehlem,€2.50m  
Fabian Nürnberger,€2.50m  
Luca Kilian,€2.00m  
Oscar Vilhelmsson,€2.00m  
Damion Downs,€2.00m  
Matej Maglica,€2.00m  
Clemens Riedel,€2.00m  
Matthias Bader,€1.80m  
Jessic Ngankam,€1.50m  
Jacob Christensen,€1.50m  
Steffen Tigges,€1.50m  
Leart Paçarada,€1.50m  
Fraser Hornby,€1.20m  
Christoph Zimmermann,€1.00m  
Merveille Papela,€1.00m  
Elias Baum,€1.00m  
Mark Uth,€1.00m  
Roberto Massimo,€800k  
Marcel Schuhen,€800k  
Andreas Müller,€800k  
Dominique Heintz,€800k  
Sven Michel,€700k  
Danilo Soares,€700k  
Bambasé Conté,€700k  
Florian Pick,€700k  
Sargis Adamyan,€600k  
Florian Dietz,€600k  
Nahuel Noll,€500k  
Christian Kühlwetter,€500k  
Fabio Torsiello,€500k  
Tobias Kempe,€500k  
Fabian Holland,€500k  
Laurin Ulrich,€500k  
Noel Futkeu,€400k  
Alexander Brunst,€400k  
Philipp Pentke,€300k  
Sidney Raebiger,€300k  
Morten Behrens,€250k  
Elias Bakatukanda,€250k  
Jonas Nickisch,€200k  
Matthias Köbbing,€100k  
Semir Telalovic,€400k  
Levente Szabó,€300k  
Max Besuschkow,€700k  
Sanoussy Ba,€400k  
Ali Loune,€250k  
Amin Younes,€600k  
