Name,Value
Ismael Saibari,€16.00m  
Calvin Stengs,€15.00m  
Calvin Stengs,€15.00m  
Josip Sutalo,€15.00m  
Hirving Lozano,€15.00m  
Igor Paixão,€14.00m  
Walter Benítez,€13.00m  
Justin Bijlow,€13.00m  
Chuba Akpom,€12.00m  
Thomas Beelen,€12.00m  
Yukinari Sugawara,€12.00m  
Luka Ivanusec,€12.00m  
Guus Til,€12.00m  
Ricardo Pepi,€12.00m  
Devyne Rensch,€10.00m  
Ahmetcan Kaplan,€10.00m  
Sem Steijn,€10.00m  
Ramiz Zerrouki,€9.00m  
Osame Sahraoui,€8.50m  
Michal Sadílek,€8.00m  
Ayase Ueda,€8.00m  
Carlos Forbs,€8.00m  
Borna Sosa,€7.50m  
Mees Hilgers,€7.00m  
Timon Wellenreuther,€7.00m  
Ryan Flamingo,€7.00m  
Daan Rots,€7.00m  
Ryan Flamingo,€7.00m  
Daan Rots,€7.00m  
Sven Mijnans,€6.50m  
Steven Berghuis,€6.00m  
Branco van den Boomen,€6.00m  
Gijs Smal,€6.00m  
Sivert Mannsverk,€6.00m  
Isaac Babadi,€6.00m  
Antoni Milambo,€6.00m  
Dirk Proper,€6.00m  
Kristijan Belic,€5.00m  
Gastón Ávila,€5.00m  
Tobias Lauritsen,€5.00m  
Gerónimo Rulli,€5.00m  
Mathias Kjølø,€5.00m  
Wouter Goes,€5.00m  
Ruben van Bommel,€5.00m  
Leo Sauer,€5.00m  
Benjamin Tahirovic,€5.00m  
Alexandre Penetra,€4.50m  
Paxten Aaronson,€4.50m  
Joshua Kitolano,€4.50m  
David Møller Wolfe,€4.50m  
Can Bozdogan,€4.50m  
Riechedly Bazoer,€4.00m  
Couhaib Driouech,€4.00m  
Riechedly Bazoer,€4.00m  
Bart Nieuwkoop,€4.00m  
Kodai Sano,€4.00m  
Mika Godts,€4.00m  
Nick Olij,€4.00m  
Philippe Rommens,€3.50m  
Gernot Trauner,€3.50m  
Armando Obispo,€3.50m  
Metinho,€3.50m  
Lars Unnerstall,€3.50m  
Myron van Brederode,€3.50m  
Luuk de Jong,€3.50m  
Ondrej Lingr,€3.50m  
Youri Regeer,€3.50m  
Philippe Sandler,€3.00m  
Koki Ogawa,€3.00m  
Mayckel Lahdo,€3.00m  
Willum Thór Willumsson,€3.00m  
Robin Pröpper,€3.00m  
Marcos López,€3.00m  
Anton Gaaei,€3.00m  
Sontje Hansen,€3.00m  
Jeppe Okkels,€3.00m  
Jeffrey de Lange,€3.00m  
Willum Thór Willumsson,€3.00m  
Robin Pröpper,€3.00m  
Marcos López,€3.00m  
Anton Gaaei,€3.00m  
Philippe Sandler,€3.00m  
Koki Ogawa,€3.00m  
Arno Verschueren,€2.70m  
Rodrigo Guth,€2.50m  
Ibrahim Sadiq,€2.50m  
Silvano Vos,€2.50m  
Patrik Walemark,€2.50m  
Calvin Verdonk,€2.50m  
Mees de Wit,€2.50m  
Joël Drommel,€2.50m  
Naci Ünüvar,€2.50m  
Rober González,€2.50m  
Jordy Clasie,€2.50m  
Souffian El Karouani,€2.40m  
Alfons Sampsted,€2.30m  
Carel Eiting,€2.30m  
Oliver Valaker Edvardsen,€2.30m  
Anis Hadj Moussa,€2.00m  
Mees Hoedemakers,€2.00m  
Luuk Brouwers,€2.00m  
Jakov Medic,€2.00m  
Victor Jensen,€2.00m  
Mats Köhlert,€2.00m  
Oliver Braude,€2.00m  
Denso Kasius,€2.00m  
Bart van Rooij,€2.00m  
Kaj Sierhuis,€1.80m  
Peer Koopmeiners,€1.80m  
Thomas van den Belt,€1.80m  
Yassin Oukili,€1.70m  
Davy van den Berg,€1.50m  
Jay Gorter,€1.50m  
Andries Noppert,€1.50m  
Sven van Beek,€1.50m  
Etienne Vaessen,€1.50m  
Julian Rijkhoff,€1.50m  
Younes Taha,€1.50m  
Pelle van Amersfoort,€1.50m  
Alen Halilovic,€1.30m  
Jasper Schendelaar,€1.30m  
Ernest Poku,€1.30m  
Julian Baas,€1.30m  
Mike Eerdhuijzen,€1.30m  
Bas Kuipers,€1.30m  
Niklas Vesterlund,€1.20m  
Mats Deijl,€1.20m  
Anass Salah-Eddine,€1.20m  
Mike van der Hoorn,€1.20m  
Siebe Horemans,€1.20m  
Evert Linthorst,€1.20m  
Djevencio van der Kust,€1.20m  
Joris Kramer,€1.20m  
Bruno Martins Indi,€1.00m  
Zidane Iqbal,€1.00m  
Ion Nicolaescu,€1.00m  
Anselmo García MacNulty,€1.00m  
Jason van Duiven,€1.00m  
Jakob Breum,€1.00m  
Youri Baas,€1.00m  
Kian Fitz-Jim,€1.00m  
Stije Resink,€1.00m  
Jizz Hornkamp,€1.00m  
Lequincio Zeefuik,€1.00m  
Loreintz Rosier,€900k  
Pelle Clement,€900k  
Mexx Meerdink,€900k  
Alec Van Hoorenbeeck,€900k  
Richard Ledezma,€900k  
Jochem Ritmeester van de Kamp,€900k  
Rome Jayden Owusu-Oduro,€900k  
Daniel Karlsbakk,€900k  
Pelle Clement,€900k  
Mexx Meerdink,€900k  
Alec Van Hoorenbeeck,€900k  
Jochem Ritmeester van de Kamp,€900k  
Richard Ledezma,€900k  
Rome Jayden Owusu-Oduro,€900k  
Julian Lelieveld,€850k  
Mimeirhel Benita,€850k  
Mitchell Dijks,€850k  
Nordin Bakker,€800k  
Ole Romeny,€800k  
David Min,€800k  
Maxim Dekker,€800k  
Shunsuke Mito,€800k  
Camiel Neghli,€800k  
Max Bruns,€800k  
Sam Kersten,€800k  
Cisse Sandra,€800k  
Thomas Robinet,€800k  
Givairo Read,€800k  
Stijn van Gassel,€800k  
Victor Edvardsen,€800k  
Saïd Bakari,€800k  
Tijs Velthuis,€800k  
Jamal Amofa,€750k  
Dario Van den Buijs,€750k  
Odysseus Velanas,€750k  
Isac Lidberg,€700k  
Thomas Lam,€700k  
Zico Buurmeester,€700k  
Michael Brouwer,€700k  
Enric Llansana,€700k  
Sherel Floranus,€700k  
Ché Nunnely,€700k  
Brayann Pereira,€700k  
Alessio da Cruz,€700k  
Django Warmerdam,€650k  
Anouar El Azzouzi,€650k  
Rick Meissen,€650k  
Stijn Bultman,€650k  
Michael Verrips,€650k  
Joey Jacobs,€650k  
Eliano Reijnders,€650k  
Godfried Roemeratoe,€650k  
Thomas Buitink,€600k  
Thibo Baeten,€600k  
Fredrik Oppegård,€600k  
Bram Nuytinck,€600k  
Kornelius Hansen,€600k  
Mattijs Branderhorst,€600k  
Chris Lokesa,€600k  
Bryan Limbombe,€600k  
Lars Olden Larsen,€600k  
Robin Roefs,€600k  
Lewis Schouten,€600k  
Gjivai Zechiël,€600k  
Amourricho Van Axel-Dongen,€600k  
Kristoffer Peterson,€600k  
Hamdi Akujobi,€550k  
Damon Mirani,€550k  
Ricky van Wolfswinkel,€550k  
Théo Barbet,€550k  
Adi Nalic,€550k  
Denilho Cleonise,€550k  
Charles-Andreas Brym,€550k  
Xander Blomme,€550k  
Fabian de Keijzer,€500k  
Rémy Vita,€500k  
Mickey van der Hart,€500k  
Anthony Descotte,€500k  
Mario Engels,€450k  
Finn Stokkers,€450k  
Jordy Bruijn,€450k  
Ruben Roosken,€450k  
Nick Viergever,€450k  
Mario Engels,€450k  
Finn Stokkers,€450k  
Jordy Bruijn,€450k  
Ruben Roosken,€450k  
Nick Viergever,€450k  
Sem Westerveld,€400k  
Hussein Ali,€400k  
Thierry Lutonda,€400k  
Mikki van Sas,€400k  
Sava-Arangel Cestic,€400k  
Reuven Niemeijer,€400k  
Espen van Ee,€400k  
Hobie Verhulst,€400k  
Thomas Bruns,€350k  
Denzel Hall,€350k  
Kaj de Rooij,€350k  
Christopher Mamengi,€350k  
Richonell Margaret,€350k  
Nick Fichtinger,€350k  
Anthony Fontana,€350k  
Sem Scheperman,€300k  
Kevin Felida,€300k  
Luca Everink,€300k  
Kjell Peersman,€300k  
Faiz Mattoir,€300k  
Tolis Vellios,€275k  
Michiel Kramer,€275k  
Jonathan de Guzmán,€250k  
Dean James,€250k  
Niek Schiks,€250k  
Jeroen Houwen,€250k  
Mats Rots,€250k  
Luuk Koopmans,€225k  
Kelvin Leerdam,€225k  
Patrick Vroegh,€225k  
Samir Lagsir,€200k  
Damian van der Haar,€200k  
Divaio Bobson,€200k  
Daouda Weidmann,€175k  
Lasse Schöne,€175k  
Juliën Mesbahi,€175k  
Gijs Besselink,€150k  
Ilias Takidine,€150k  
Sylian Mokono,€150k  
Remko Pasveer,€150k  
Aaron Meijers,€150k  
Youri Schoonderwaldt,€125k  
Diego van Oorschot,€125k  
Pim Saathof,€100k  
Hamza el Dahri,€100k  
Hamza el Dahri,€100k  
Sam Karssies,€75k  
Stijn Keller,€75k  
Rayvien Rosario,€75k  
Issam El Maach,€75k  
Bernt Klaverboer,€75k  
Mike Hauptmeijer,€75k  
Dylan van Wageningen,€50k  
Kaylen Reitmaier,€50k  
Jan Bekkema,€50k  
Sergi Rosanas,€50k  
Sven Jansen,€50k  
Jeffry Puriel,€50k  
Kenneth Vermeer,€50k  
Joey Kesting,€50k  
Nando Verdoni,€25k  
Timo Jansink,€25k  
Duke Verduin,€25k  
Nouri El Harmazi,€25k  
Kas de Wit,€25k  
Rijk Janse,€25k  
Onur Demir,€25k  
Sayfallah Ltaief,€2.00m  
Ryan Fosso,€300k  
Richard van der Venne,€100k  
Kevin van Veen,€400k  
Oskar Zawada,€600k  
Max Balard,€450k  
Jonas Wendlinger,€125k  
Noah Ohio,€2.00m  
Neraysho Kasanwirjo,€1.80m  
Darijo Grujcic,€250k  
Ante Erceg,€200k  
Juan Familia-Castillo,€300k  
