Name,Value
Ryan Wintle,€3.80m  
Liam Kitching,€3.80m  
Freddie Woodman,€3.50m  
Jerry Yates,€3.50m  
Riley McGree,€3.50m  
Alex Mowatt,€3.50m  
Regan Slater,€3.50m  
Million Manhoef,€3.50m  
Mads Frøkjaer-Jensen,€3.20m  
Lewis Travis,€3.50m  
Darnell Furlong,€3.50m  
Billy Mitchell,€3.20m  
Daryl Dike,€3.20m  
Josh Tymon,€3.20m  
Sam Field,€3.20m  
John Swift,€3.20m  
Patrick Roberts,€3.20m  
Manolis Siopis,€3.00m  
Okay Yokuşlu,€3.00m  
Jayson Molumby,€3.00m  
Alan Browne,€3.00m  
Brandon Thomas-Asante,€3.00m  
Oliver Cooper,€3.00m  
Ryan Porteous,€3.00m  
Edo Kayembe,€3.00m  
Joel Latibeaudiere,€3.00m  
Scott Twine,€3.00m  
Jed Wallace,€3.00m  
Jake Cooper,€3.00m  
Jack Stacey,€2.80m  
Ben Whiteman,€2.80m  
Arnór Sigurdsson,€2.80m  
Rob Dickie,€2.80m  
Zak Vyner,€2.80m  
Ryan Mmaee,€2.80m  
Josh Maja,€2.80m  
Marcus Forss,€2.80m  
Kenneth Paal,€2.80m  
Pierre Ekwah,€2.80m  
Emil Riis,€2.50m  
Matt Clarke,€2.50m  
Mileta Rajovic,€2.50m  
Mehdi Léris,€2.50m  
Jimmy Dunne,€2.50m  
Tatsuhiro Sakamoto,€2.50m  
Angus Gunn,€2.50m  
Scott Wharton,€2.50m  
Giorgi Chakvetadze,€2.50m  
Taylor Gardner-Hickman,€2.50m  
Cameron Pring,€2.50m  
Cédric Kipré,€2.50m  
Christian Fassnacht,€2.50m  
Dominic Hyam,€2.50m  
Callum Brittain,€2.50m  
Max O'Leary,€2.50m  
Adil Aouchiche,€2.50m  
Kevin Nisbet,€2.50m  
Bobby Thomas,€2.50m  
Hayden Carter,€2.50m  
Bali Mumba,€2.50m  
George Tanner,€2.50m  
Timothée Pembélé,€2.50m  
Liam Lindsay,€2.20m  
Daniel Bachmann,€2.20m  
Lukas Engel,€2.20m  
Adam Randell,€2.20m  
Wesley Hoedt,€2.20m  
Liam Gibbs,€2.20m  
Ali McCann,€2.20m  
Dan Barlaser,€2.20m  
Josh Laurent,€2.20m  
Reggie Cannon,€2.20m  
Michael Obafemi,€2.20m  
Borja Sainz,€2.20m  
John Buckley,€2.20m  
Jay Dasilva,€2.20m  
Casper De Norre,€2.20m  
Luis Binks,€2.20m  
Allan Campbell,€2.00m  
Ivor Pandur,€2.00m  
Victor Torp,€2.00m  
Danny McNamara,€2.00m  
Ryan Longman,€2.00m  
Rob Atkinson,€2.00m  
Nazariy Rusyn,€2.00m  
Dennis Cirkin,€2.00m  
Sondre Tronstad,€2.00m  
Ben Pearson,€2.00m  
Jenson Seelt,€2.00m  
Harry Darling,€2.00m  
Darragh Lenihan,€2.00m  
Seny Dieng,€2.00m  
Lyndon Dykes,€2.00m  
Milutin Osmajic,€2.00m  
Ross McCrorie,€1.80m  
Darko Gyabi,€1.80m  
Japhet Tanganga,€1.80m  
Lewie Coyle,€1.80m  
Callum Robinson,€1.80m  
Luke O'Nien,€1.80m  
Ronald,€1.80m  
Ken Sema,€1.80m  
Ethan Horvath,€1.80m  
Ryan Hardie,€1.80m  
Lewis Gibson,€1.80m  
Mark Sykes,€1.80m  
Delano Burgzorg,€1.60m  
Di'Shon Bernard,€1.50m  
Francisco Sierralta,€1.50m  
Sean McLoughlin,€1.50m  
Ryan Andrews,€1.50m  
Jordan Houghton,€1.50m  
André Vidigal,€1.50m  
Josh Coburn,€1.50m  
George Saville,€1.50m  
Leo Fuhr Hjelde,€1.50m  
Mykola Kukharevych,€1.50m  
Joe Rankin-Costello,€1.50m  
Jeremy Ngakia,€1.50m  
Yakou Méïté,€1.50m  
Conor Townsend,€1.50m  
Romaine Mundle,€1.50m  
Jamie Shackleton,€1.50m  
Julio Pleguezuelo,€1.50m  
Ollie Tanner,€1.50m  
Anthony Musaba,€1.30m  
Aynsley Pears,€1.20m  
Joe Ralls,€1.20m  
Harry Cornick,€1.20m  
Nikola Jojic,€1.20m  
Alex Palmer,€1.20m  
Joe Bryan,€1.20m  
Jay Fulton,€1.20m  
Tom Dele-Bashiru,€1.20m  
Lynden Gooch,€1.20m  
Jake Clarke-Salter,€1.20m  
Wes Harding,€1.20m  
Ben Gibson,€1.20m  
Kion Etete,€1.20m  
Sam Bell,€1.20m  
Liam Cullen,€1.20m  
Jack Whatmough,€1.20m  
Ryan Ledson,€1.20m  
Ryan Hedges,€1.20m  
Shane Duffy,€1.00m  
Mahlon Romeo,€1.00m  
Aji Alese,€1.00m  
Djeidi Gassama,€1.00m  
Luke Ayling,€1.00m  
Michael Frey,€1.00m  
Liam Cooper,€1.00m  
Sinclair Armstrong,€1.00m  
Jacob Lungi Sørensen,€1.00m  
Jean Michaël Seri,€1.00m  
Aaron Ramsey,€1.00m  
Sam Byram,€1.00m  
Jamie Allen,€1.00m  
Tom Ince,€1.00m  
Harry Leonard,€1.00m  
Alex Bangura,€1.00m  
Conor Hazard,€1.00m  
Michael Cooper,€1.00m  
Romain Esse,€900k  
Elliot Embleton,€900k  
Aidomo Emakhu,€900k  
Kenny McLean,€900k  
Andy Fisher,€900k  
John Fleck,€900k  
Jordan Thompson,€900k  
Jamilu Collins,€900k  
Murray Wallace,€900k  
Duncan Watmore,€900k  
Matt Ingram,€900k  
Will Vaulks,€900k  
Grant Hanley,€900k  
Will Keane,€900k  
George Honeyman,€900k  
Daniel Johnson,€800k  
Andy Rinomhota,€800k  
Mustapha Bundu,€800k  
Ben Waine,€800k  
Kristian Pedersen,€800k  
Jake Garrett,€800k  
Niall Huggins,€800k  
Onel Hernández,€800k  
Callum Paterson,€800k  
Kellen Fisher,€800k  
Matthew Sorinola,€750k  
Haydon Roberts,€700k  
Niall Ennis,€700k  
Callum Wright,€700k  
Kal Naismith,€700k  
Michael Rose,€600k  
Connor O'Riordan,€600k  
Tom Bradshaw,€600k  
Luís Semedo,€600k  
Steve Cook,€600k  
Matthew Hoppe,€600k  
Tom Fellows,€600k  
Morgan Fox,€600k  
Andrew Hughes,€600k  
Jak Alnwick,€500k  
Lucas Andersen,€500k  
Mattie Pollock,€500k  
Paul Smyth,€500k  
Dan Scarr,€500k  
Alex Gilbert,€500k  
Bambo Diaby,€500k  
Jack Bonham,€500k  
Ashley Barnes,€500k  
Mallik Wilks,€450k  
Bailey Cadamarteri,€450k  
Dominic Iorfa,€400k  
Peter Kioso,€400k  
Dilan Markanday,€400k  
Jamie Paterson,€400k  
Nahki Wells,€400k  
Robbie Brady,€400k  
Brendan Galloway,€350k  
Taylor Richards,€350k  
Tommy Smith,€350k  
Kyle Bartley,€350k  
Ziyad Larkeche,€350k  
Cameron Congreve,€350k  
Layton Stewart,€350k  
Adam Forshaw,€350k  
Elijah Dixon-Bonner,€350k  
Adam Mayor,€350k  
Jack Colback,€300k  
Kwadwo Baah,€300k  
Chris Rigg,€300k  
Femi Seriki,€300k  
Joe Allen,€300k  
Michael Smith,€300k  
Patrick Bauer,€300k  
Karl Darlow,€300k  
Jay Matete,€300k  
Michael Ihiekwe,€300k  
Kayden Jackson,€300k  
Enda Stevens,€300k  
James Morris,€300k  
Ryan Leonard,€300k  
Zak Gilsenan,€250k  
Liam Palmer,€250k  
Brandon Fleming,€250k  
Marvin Johnson,€250k  
Noah Mawene,€250k  
James Furlong,€250k  
Jordan Archer,€250k  
Fábio Tavares,€250k  
Liam McCarron,€250k  
Daniel Barden,€200k  
Frank Fielding,€200k  
Patrick Gamble,€200k  
David Cornell,€200k  
Azeem Abdulai,€200k  
Jonathan Howson,€200k  
Felipe,€200k  
Ayman Benarous,€200k  
Freddie Issaka,€200k  
Ben Hamer,€200k  
Kyle McFadzean,€200k  
Joe Edwards,€200k  
Simon Moore,€200k  
Rayan Kolli,€200k  
Scott Morris,€150k  
Joe Walsh,€150k  
Jamie Jones,€150k  
Kyle Naughton,€150k  
Ched Evans,€150k  
Connal Trueman,€150k  
Kian Taylor,€100k  
Zak Baker,€100k  
Matty Jacob,€100k  
Nathan Broome,€100k  
Will Jenkins-Davies,€100k  
Ted Cann,€100k  
Finlay Cross-Adair,€75k  
Pierce Charles,€75k  
Aodhan Doherty,€50k  
Fally Mayulu,€2.00m  
Ousmane Diakité,€700k  
Jamie Cumming,€1.00m  
Andy Smith,€175k  
Jonathan Bond,€700k  
Ephron Mason-Clark,€4.50m  
Joe Taylor,€350k  
Harvey Cartwright,€200k  
Callum Jones,€150k  
Jonathan Tomkinson,€125k  
Tom Holmes,€3.50m  
Max Bird,€2.80m  
Abu Kamara,€600k  
Xavier Simons,€450k  
Idris El Mizouni,€400k  
Jack Burroughs,€375k  
John McAtee,€300k  
Louie Watson,€250k  
Charlie McNeill,€200k  
Joe Anderson,€175k  
