Name,Value
Aitor Sanz,€100k  
Kevin Medina,€800k  
Douglas Aurélio,€800k  
Jesús de Miguel,€600k  
Josep Calavera,€500k  
Gonzalo Crettaz,€500k  
Antonio Casas,€500k  
Patrick Soko,€500k  
Nélson Monte,€500k  
Cedric Teguia,€500k  
Nikolay Obolskiy,€500k  
Raúl Sánchez,€500k  
Salva Ruiz,€400k  
Cedric Omoigui,€400k  
Cristian Carracedo,€400k  
José Antonio Martínez,€400k  
Jokin Gabilondo,€400k  
David Larrubia,€400k  
Carlos Marín,€400k  
Daijiro Chirino,€400k  
Adrián Lapeña,€400k  
Alfonso Herrero,€400k  
Juande Rivas,€400k  
Einar Galilea,€400k  
Dani Lorenzo,€400k  
Dioni,€400k  
Víctor García,€350k  
Alejandro Meléndez,€350k  
Adilson,€350k  
Yussi Diarra,€350k  
Simo Bouzaidi,€300k  
Dani Villahermosa,€300k  
Francisco Mwepu,€300k  
Kike Márquez,€300k  
Álex Sala,€300k  
José Calderón,€300k  
Rubén Díez,€300k  
Óscar Gil,€300k  
Théo Zidane,€300k  
Isma Ruiz,€300k  
Manu Molina,€300k  
Albert Lottin,€250k  
David Rodríguez,€250k  
Iago Indias,€250k  
Juanpe,€250k  
Carlos Albarrán,€250k  
Luca Sangalli,€250k  
Dragisa Gudelj,€200k  
Kuki Zalazar,€200k  
Dani Sánchez,€200k  
Israel Suero,€200k  
Haitam Abaida,€200k  
Sergio Moyita,€200k  
Brian Schwake,€200k  
Juan Hernández,€200k  
Alassan Manjam,€200k  
Carlos Puga,€200k  
Antonio Cordero,€200k  
Ramon Vila,€150k  
Alberto Jiménez,€150k  
Jozhua Vertrouwd,€150k  
Jorge Padilla,€150k  
Dani Selma,€150k  
Pablo Hernández,€100k  
Manu Rico,€100k  
Adrián Castellano,€100k  
Matías Barboza,€100k  
Diego Murillo,€100k  
Carlos López,€50k  
Moussa Diarra,€50k  
Adrián Liso,€600k  
Jorge Cabello,€500k  
Unai Ropero,€500k  
Yanis Senhadji,€300k  
Samuel Vázquez,€250k  
Xavi Sintes,€200k  
Jeremy Arévalo,€200k  
Miguel Marí,€200k  
Rubén López,€200k  
Albert Ramis,€150k  
Aarón Ochoa,€100k  
Álex Lozano,€100k  
Izan Merino,€100k  
Andrés Caro,€100k  
Marcos Navarro,€100k  
Gori Gracia,€50k  
Gui Guedes,€900k  
Brian Cipenga,€550k  
Santiago Arzamendia,€1.20m  
Kenneth Mamah,€650k  
Uros Milovanovic,€600k  
Dion Lopy,€10.00m  
Sergio Arribas,€10.00m  
Myrto Uzuni,€8.00m  
Matías Arezo,€7.00m  
Lucas Boyé,€7.00m  
Lucas Robertone,€7.00m  
Largie Ramazani,€5.00m  
Luís Maximiano,€5.00m  
Marc Pubill,€4.00m  
Chris Ramos,€4.00m  
Luis Suárez,€3.50m  
Gonzalo Villar,€3.00m  
César Montes,€3.00m  
Edgar González,€3.00m  
Ibrahima Koné,€2.50m  
Ricard Sánchez,€2.50m  
Carlos Neva,€2.50m  
Martin Hongla,€2.50m  
Iddrisu Baba,€2.20m  
Álex Pozo,€2.00m  
Rominigue Kouamé,€2.00m  
Sergio Ruiz,€2.00m  
Víctor Chust,€2.00m  
Chumi,€2.00m  
Óscar Melendo,€2.00m  
Kamil Jóźwiak,€2.00m  
Fali,€2.00m  
Gonzalo Melero,€1.80m  
Adrián Embarba,€1.80m  
Léo Baptistão,€1.50m  
Rubén Alcaraz,€1.50m  
Miguel Rubio,€1.50m  
Iza Carcelén,€1.50m  
Gonzalo Escalante,€1.50m  
Iván Alejo,€1.50m  
Fede San Emeterio,€1.50m  
Bruno Langa,€1.50m  
Álex Fernández,€1.50m  
Rubén Sobrino,€1.40m  
Ignasi Miquel,€1.20m  
Roger Martí,€1.20m  
Álex Centelles,€1.20m  
Aarón Escandell,€1.00m  
Jonathan Viera,€1.00m  
Marcos Peña,€1.00m  
Marko Milovanovic,€900k  
Aleksandar Radovanovic,€900k  
Joseba Zaldua,€900k  
Brian Ocampo,€900k  
Daniel Fuzato,€900k  
Eric Curbelo,€800k  
David Gil,€700k  
Fernando Martínez,€700k  
Luis Hernández,€500k  
Toni Fuidias,€300k  
Marc Martínez,€300k  
Cristian Rivero,€200k  
José Mari,€200k  
Martín Aguirregabiria,€1.20m  
Shon Weissman,€1.70m  
Vicente Iborra,€300k  
Famara Diédhiou,€500k  
Arvin Appiah,€400k  
Aleksa Puric,€200k  
Gerard Gumbau,€3.00m
José Luís Morales,€1.50m
