Name,Value
Lionel Mpasi-Nzau,€700k  
François Lajugie,€700k  
Dembo Sylla,€700k  
Florian Escales,€600k  
Kapit Djoco,€600k  
Junior Kadile,€600k  
Abdoulie Sanyang,€600k  
Lamine Gueye,€600k  
Alpha Sissoko,€600k  
Sébastien Corchia,€600k  
Josias Lukembila,€600k  
Donatien Gomis,€600k  
Valentin Henry,€600k  
Wilitty Younoussa,€600k  
Logan Delaurier-Chaubet,€600k  
Emmanuel Ntim,€600k  
Florian Bohnert,€600k  
Dylan Tavares,€600k  
Moïse Mahop,€600k  
Yacouba Barry,€600k  
Ahmad Ngouyamsa,€600k  
Pierre-Yves Hamel,€600k  
Osaze Urhoghide,€600k  
Pierre Lemonnier,€500k  
Anthony Roncaglia,€500k  
Aïman Maurer,€500k  
Valentin Jacob,€500k  
Tuomas Ollila,€500k  
Ben Hamed Touré,€500k  
Rayan Ghrieb,€500k  
Matthis Riou,€500k  
Dumè Guidi,€500k  
Ange Ahoussou,€500k  
Yohan Demoncy,€500k  
Lucas Buades,€500k  
Efe Sarıkaya,€500k  
Ayoub Jabbari,€500k  
Rafal Straczek,€500k  
Virgiliu Postolachi,€500k  
Sofiane Alakouch,€500k  
Lenny Vallier,€500k  
Samuel Ntamack,€500k  
Nouha Dicko,€500k  
Hamjatou Soukouna,€450k  
Henri Saivet,€450k  
Christophe Vincent,€450k  
Gaëtan Paquiez,€450k  
Stephen Quemper,€450k  
Steeve Beusnard,€450k  
Eddy Sylvestre,€450k  
Alec Georgen,€400k  
Ewen Jaouen,€400k  
Johann Obiang,€400k  
Mehdi Chahiri,€400k  
Stone Mambo,€400k  
Karl-Johan Johnsson,€400k  
Mathias Autret,€400k  
Yohan Cassubie,€400k  
Florian Bianchini,€400k  
Antoine Larose,€400k  
Peter Ouaneh,€400k  
Raphaël Lipinski,€400k  
Moussa Soumano,€400k  
Loïc Bessilé,€400k  
Nehemiah Fernandez,€400k  
Emmanuel Biumla,€400k  
Dieudonné Gaucho Debohi,€400k  
Clément Billemaz,€400k  
Arial Mendy,€400k  
Allan Tchaptchet,€400k  
Benjaloud Youssouf,€400k  
Brice Maubleu,€350k  
Titouan Thomas,€350k  
Matthéo Xantippe,€350k  
Warren Caddy,€350k  
Benjamin Santelli,€350k  
Jordan Tell,€350k  
Mathieu Michel,€350k  
Natanaël Ntolla,€350k  
Nolan Mbemba,€350k  
Saikou Touray,€350k  
Cyril Mandouki,€350k  
Diabé Bolumbu,€300k  
Julien López,€300k  
Sébastien Cibois,€300k  
Vincent Pajot,€300k  
Maxence Rivera,€300k  
Julien Vetro,€300k  
Marvin De Lima,€300k  
Tom Meynadier,€300k  
Thibault Delphis,€300k  
Antoine Valério,€300k  
Julien Benhaim,€300k  
Al Hassan Touré,€300k  
Babacar Niasse,€300k  
Ángel Orelien,€250k  
Malik Tchokounté,€250k  
Michaël Barreto,€250k  
Mickaël Le Bihan,€250k  
Éric Vandenabeele,€250k  
Joris Chougrani,€250k  
Benjamin Leroy,€250k  
Andy Carroll,€250k  
Romain Thomas,€250k  
Xavier Kouassi,€250k  
Thomas Callens,€250k  
Gaëtan Courtet,€250k  
Jacques Siwe,€250k  
Mamadou Samassa,€250k  
Jimmy Roye,€250k  
Thomas Mangani,€250k  
Rémy Riou,€250k  
Timothée Kolodziejczak,€250k  
Daylam Meddah,€200k  
Loïc Nestor,€200k  
Bobby Allain,€200k  
Taylor Luvambo,€200k  
Johny Placide,€200k  
Julien Fabri,€200k  
Khalid Boutaïb,€200k  
Félix Tomi,€200k  
Clément Rodrigues,€200k  
Iyad Mohamed,€200k  
Régis Gurtner,€200k  
Mehdi Puch-Herrantz,€200k  
Mathias De Amorim,€200k  
Yonis Njoh,€200k  
Mohamed Youssouf,€200k  
Alexis Sauvage,€200k  
Ousmane Kanté,€200k  
Ahmed Kashi,€200k  
Yoann Touzghar,€200k  
Matéo Loubatières,€150k  
Abiezer Jeno,€150k  
Lenny Pirringuel,€150k  
Oumar Ngom,€150k  
Everson Junior,€150k  
Demba Thiam,€150k  
Jonathan Iglesias,€150k  
Mohamed Hafid,€150k  
Anthony Gonçalves,€150k  
Grégory Coelho,€150k  
Lebogang Phiri,€150k  
Mehdi Jeannin,€150k  
Mamadou Diop,€100k  
Maxime Hautbois,€100k  
Davy Rouyard,€100k  
Yannis Verdier,€100k  
Enzo Crombez,€100k  
Thibault Campanini,€100k  
Abdourahmane Barry,€100k  
Rayan Lutin,€100k  
Emeric Depussay,€100k  
Junior Senneville,€100k  
Teddy Bartouche,€100k  
Loïck Lespinasse,€50k  
David Tebili,€50k  
Noa Mupemba,€50k  
Téva Gardies,€50k  
Parfait Mandanda,€100k  
Nfansu Njie,€100k  
Ludéric Etonde,€100k  
Grégoire Swiderski,€100k  
Loïs Martins,€50k  
Jean-Philippe Krasso,€4.50m  
Zuriko Davitashvili,€3.00m  
Zan Vipotnik,€2.50m  
Tom Lacoux,€1.50m  
Hugo Vandermersch,€1.50m  
Norman Bassette,€1.50m  
Felipe Abner,€600k  
Eli Kroupi,€15.00m  
Georges Mikautadze,€15.00m  
Lamine Camara,€10.00m  
Montassar Talbi,€7.00m  
Isaak Touré,€7.00m  
Jean-Victor Makengo,€6.00m  
Mohamed Bamba,€6.00m  
Muhammed Cham,€6.00m  
Formose Mendy,€4.50m  
Bamba Dieng,€4.00m  
Gédéon Kalulu,€3.50m  
Julien Ponceau,€3.50m  
Andy Pelmard,€3.50m  
Neto Borges,€3.00m  
Yvon Mvogo,€3.00m  
Laurent Abergel,€3.00m  
Aiyegun Tosin,€3.00m  
Kévin Van Den Kerkhof,€3.00m  
Fali Candé,€2.50m  
Nathaniel Adjei,€2.50m  
Panos Katseris,€2.50m  
Matthieu Udol,€2.50m  
Maximiliano Caufriez,€2.50m  
Ablie Jallow,€2.00m  
Théo Le Bris,€2.00m  
Benjamin Mendy,€2.00m  
Yohann Magnin,€2.00m  
Tiémoué Bakayoko,€2.00m  
Cheikh Sabaly,€2.00m  
Danley Jean Jacques,€2.00m  
Julien Laporte,€2.00m  
Mory Diaw,€1.80m  
Bilal Boutobba,€1.80m  
Elbasan Rashani,€1.50m  
Joel Asoro,€1.50m  
Koffi Kouao,€1.50m  
Darlin Yongwa,€1.50m  
Christophe Hérelle,€1.50m  
Cheick Oumar Konaté,€1.50m  
Jessy Deminguet,€1.20m  
Benjamin Tetteh,€1.00m  
Papa Amadou Diallo,€1.00m  
Igor Silva,€1.00m  
Komnen Andric,€1.00m  
Arthur Atta,€1.00m  
Habib Keïta,€1.00m  
Bonke Innocent,€1.00m  
Maxime Colin,€900k  
Joseph Nduquidi,€800k  
Sadibou Sané,€800k  
Massamba N'Diaye,€500k  
Malick Mbaye,€500k  
Johan Gastien,€500k  
Alexandre Oukidja,€500k  
Aboubacar Lô,€300k  
Loris Mouyokolo,€300k  
Ibrahima Baldé,€300k  
Yoël Armougom,€300k  
Ibou Sané,€300k  
Ismaël Traoré,€250k  
Maïdine Douane,€200k  
Dominique Youfeigane,€150k  
Ivan M'Bahia,€50k  
Théo Borne,€50k  
Yoann Cathline,€2.00m  
Amine Boutrah,€600k  
Aliou Badji,€1.20m  
Xhuliano Skuka,€300k  
Musa Toure,€100k  
Joel Mvuka,€3.50m  
Damien Da Silva,€400k  
Adrian Grbic,€1.20m  
Yadaly Diaby,€400k  
Fred Gnalega,€100k  
Ibrahim Koné,€150k  
Baïla Diallo,€200k  
Baptiste Isola,€100k  
Gabriel Oualengbe,€50k  
Amjhad Nazih,€50k  
