Name,Value
Seydouba Cissé,€1.20m  
Santiago Mouriño,€1.20m  
Lucas Rosa,€1.20m  
Andrés Martín,€1.20m  
Sergio Carreira,€1.20m  
Iván Sánchez,€1.00m  
Iván Gil,€1.00m  
Julián Chicco,€1.00m  
César de la Hoz,€1.00m  
Jon Magunazelaia,€1.00m  
Ander Astralaga,€1.00m  
David Torres,€1.00m  
Sergi Gómez,€1.00m  
Anuar,€900k  
Joan García,€800k  
André Ferreira,€800k  
Iker Benito,€800k  
Jonathan Silva,€700k  
Rubén Sánchez,€700k  
Álvaro Aceves,€600k  
Miguel Ángel Morro,€600k  
Diego Moreno,€600k  
Luis Perea,€600k  
Naim García,€500k  
Javier Martón,€500k  
Ibrahima Kébé,€500k  
Aritz Arambarri,€500k  
Damián Rodríguez,€500k  
Óscar Ureña,€400k  
Miguel Baeza,€400k  
Ander Yoldi,€400k  
Max Svensson,€400k  
Enrique Clemente,€400k  
Juan Artola,€400k  
Alan Godoy,€250k  
Pelayo Fernández,€150k  
Álex Gil,€100k  
Ale García,€250k  
Chrisantus Uche,€400k  
Nico Paz,€10.00m  
Javier Avilés,€250k  
Lalo Aguilar,€100k  
Fran Vieites,€500k  
Mikel Jauregizar,€800k  
Gastón Valles,€400k  
Hugo González,€300k  
Iván Cédric,€400k  
Joaquín Panichelli,€300k  
Chuki,€300k  
Kenneth Soler,€200k  
Omar Sadik,€300k  
Manu Bueno,€300k  
Israel Salazar,€200k  
Maroan Sannadi,€200k  
Álex Pérez,€25k  
Tunde Akinsola,€250k  
Jon Aramburu,€2.50m  
Tomás Conechny,€4.50m  
Gabriel Misehouy,€1.00m  
Jude Bellingham,€180.00m  
Vinicius Junior,€180.00m  
Federico Valverde,€120.00m  
Rodrygo,€110.00m  
Aurélien Tchouaméni,€100.00m  
Eduardo Camavinga,€100.00m  
Lamine Yamal,€90.00m  
Gavi,€90.00m  
Pedri,€80.00m  
Frenkie de Jong,€70.00m  
Ronald Araujo,€70.00m  
Nico Williams,€60.00m  
Éder Militão,€60.00m  
Mikel Merino,€50.00m  
Martín Zubimendi,€50.00m  
Takefusa Kubo,€50.00m  
Raphinha,€50.00m  
Jules Koundé,€45.00m  
Mikel Oyarzabal,€45.00m  
Robin Le Normand,€40.00m  
Alejandro Balde,€40.00m  
Brais Méndez,€40.00m  
Álex Baena,€40.00m  
Artem Dovbyk,€35.00m  
Samu Omorodion,€35.00m  
Giorgi Mamardashvili,€35.00m  
Oihan Sancet,€35.00m  
João Félix,€30.00m  
Cristhian Mosquera,€30.00m  
Ferran Torres,€30.00m  
Arda Güler,€30.00m  
Yéremy Pino,€30.00m  
Viktor Tsygankov,€30.00m  
Unai Simón,€30.00m  
Marcos Llorente,€30.00m  
Samuel Lino,€30.00m  
Fermín López,€30.00m  
Vitor Roque,€30.00m  
Pau Cubarsí,€30.00m  
Rodrigo de Paul,€30.00m  
Marc-André ter Stegen,€28.00m  
Jan Oblak,€28.00m  
Nahuel Molina,€28.00m  
Thibaut Courtois,€28.00m  
Alexander Sørloth,€25.00m  
Dani Vivian,€25.00m  
Rodrigo Riquelme,€25.00m  
Andriy Lunin,€25.00m  
Yangel Herrera,€25.00m  
Miguel Gutiérrez,€25.00m  
Álex Remiro,€25.00m  
José Gayà,€25.00m  
Antoine Griezmann,€25.00m  
Iñaki Williams,€25.00m  
Antonio Rüdiger,€25.00m  
Pablo Barrios,€25.00m  
Arthur Vermeeren,€25.00m  
Johnny Cardoso,€25.00m  
Ferland Mendy,€22.00m  
Aitor Paredes,€22.00m  
Igor Zubeldia,€22.00m  
José María Giménez,€22.00m  
Pepelu,€22.00m  
Beñat Turrientes,€20.00m  
Javi Guerra,€20.00m  
Ander Barrenetxea,€20.00m  
Eric García,€20.00m  
Filip Jørgensen,€20.00m  
Youssef En-Nesyri,€20.00m  
David Alaba,€20.00m  
Ángel Correa,€18.00m  
Isaac Romero,€18.00m  
Arsen Zakharyan,€18.00m  
Gorka Guruzeta,€18.00m  
Hugo Duro,€16.00m  
Álvaro Morata,€16.00m  
Fran García,€15.00m  
Iván Martín,€15.00m  
Borja Mayoral,€15.00m  
Robert Lewandowski,€15.00m  
İlkay Gündoğan,€15.00m  
Aimar Oroz,€15.00m  
Beñat Prados,€15.00m  
Yarek Gasiorowski,€15.00m  
Alberto Moleiro,€15.00m  
André Almeida,€15.00m  
Juanlu Sánchez,€15.00m  
Jon Pacheco,€15.00m  
Mika Mármol,€15.00m  
Juan Foyth,€15.00m  
Gastón Álvarez,€15.00m  
Ilias Akhomach,€15.00m  
Loïc Badé,€14.00m  
Diego López,€14.00m  
Pablo Fornals,€14.00m  
Dodi Lukébakio,€12.00m  
Koke,€12.00m  
Assane Diao,€12.00m  
Álex Berenguer,€12.00m  
Vedat Muriqi,€12.00m  
Kirian Rodríguez,€12.00m  
Daniel Carvajal,€12.00m  
Álvaro Valles,€12.00m  
Arnau Martínez,€10.00m  
Umar Sadiq,€10.00m  
Predrag Rajkovic,€10.00m  
Sheraldo Becker,€10.00m  
Kike Salas,€10.00m  
Gerard Moreno,€10.00m  
Samú Costa,€10.00m  
David García,€10.00m  
Nabil Fekir,€10.00m  
Thomas Lemar,€10.00m  
Abde Ezzalzouli,€9.00m  
Reinildo Mandava,€9.00m  
Djibril Sow,€9.00m  
Marc Roca,€9.00m  
Lucas Ocampos,€9.00m  
Jonathan Bamba,€9.00m  
Fran Pérez,€8.00m  
Saúl Coco,€8.00m  
Manu Sánchez,€8.00m  
Hugo Guillamón,€8.00m  
Isco,€8.00m  
Aihen Muñoz,€8.00m  
Óscar Mingueza,€8.00m  
Iñaki Peña,€8.00m  
Isi Palazón,€8.00m  
Julián Araujo,€8.00m  
Yeray Álvarez,€8.00m  
Rafa Marín,€7.50m  
Antonio Blanco,€7.50m  
Abdel Abqar,€7.50m  
Saúl Ñíguez,€7.50m  
Jesús Areso,€7.50m  
Javi López,€7.50m  
Ayoze Pérez,€7.00m  
Unai Núñez,€7.00m  
Jon Moncayola,€7.00m  
Javi Galán,€7.00m  
Fran Beltrán,€6.00m  
Anastasios Douvikas,€6.00m  
Dani Ceballos,€6.00m  
Hamari Traoré,€6.00m  
Antonio Sivera,€6.00m  
Jorge Cuenca,€6.00m  
Sergi Darder,€6.00m  
Adrià Pedrosa,€6.00m  
Robert Navarro,€6.00m  
Carl Starfelt,€6.00m  
Santi Comesaña,€6.00m  
Sergio Herrera,€6.00m  
Martin Valjent,€6.00m  
Thierry Correia,€6.00m  
Juanmi,€6.00m  
Jorge Herrando,€6.00m  
Unai Gómez,€6.00m  
Aritz Elustondo,€5.00m  
Ander Guevara,€5.00m  
Alfonso Pedraza,€5.00m  
Williot Swedberg,€5.00m  
Pablo Maffeo,€5.00m  
David Soria,€5.00m  
Andoni Gorosabel,€5.00m  
Mauro Arambarri,€5.00m  
Omar Alderete,€5.00m  
Iñigo Martínez,€5.00m  
Ante Budimir,€5.00m  
Iñigo Ruiz de Galarreta,€5.00m  
Iker Muñoz,€5.00m  
Julen Agirrezabala,€5.00m  
Jorge de Frutos,€4.00m  
Óscar Valentín,€4.00m  
Mikel Vesga,€4.00m  
Raúl García,€4.00m  
Tadeo Allende,€4.00m  
Marcão,€4.00m  
Álex Sola,€4.00m  
Héctor Bellerín,€4.00m  
Lucas Torró,€4.00m  
Suso,€4.00m  
Cenk Özkacar,€4.00m  
Carlos Vicente,€4.00m  
Joseph Aidoo,€4.00m  
Alejandro Catena,€4.00m  
Marcos Acuña,€4.00m  
Stole Dimitrievski,€4.00m  
Cyle Larin,€4.00m  
Jon Guridi,€4.00m  
Enzo Loiodice,€4.00m  
Ramón Terrats,€4.00m  
Luis Rioja,€4.00m  
Paulo Gazzaniga,€4.00m  
Portu,€3.50m  
Nemanja Gudelj,€3.50m  
Joan Jordán,€3.50m  
José Ángel Carmona,€3.50m  
Moi Gómez,€3.50m  
Luis Milla,€3.50m  
Toni Lato,€3.50m  
Axel Witsel,€3.50m  
Aitor Ruibal,€3.50m  
Peter Federico,€3.00m  
Álvaro García,€3.00m  
Kike Pérez,€3.00m  
Jhon Solís,€3.00m  
Jesús Vázquez,€3.00m  
Florian Lejeune,€3.00m  
Tanguy Nianzou,€3.00m  
Iago Aspas,€3.00m  
Giuliano Simeone,€3.00m  
William Carvalho,€3.00m  
Javi Muñoz,€3.00m  
Eric Bailly,€3.00m  
Luca de la Torre,€3.00m  
Nacho Fernández,€3.00m  
Iñigo Lekue,€3.00m  
Rodri Sánchez,€3.00m  
Daley Blind,€3.00m  
Carles Aleñá,€3.00m  
Giovanni González,€3.00m  
Germán Pezzella,€3.00m  
Unai López,€3.00m  
Chimy Ávila,€3.00m  
Sergio Camello,€3.00m  
Pablo Torre,€3.00m  
Carlos Domínguez,€3.00m  
Juanmi Latasa,€2.80m  
José Copete,€2.80m  
Dani Parejo,€2.50m  
Abdul Mumin,€2.50m  
Pathé Ciss,€2.50m  
Sergi Altimira,€2.50m  
Jesús Navas,€2.50m  
Pablo Ibáñez,€2.50m  
Manu Morlanes,€2.50m  
Juan Iglesias,€2.50m  
Antonio Sánchez,€2.50m  
Rubén García,€2.50m  
Asier Villalibre,€2.50m  
David López,€2.50m  
Valery Fernández,€2.50m  
Dominik Greif,€2.50m  
Rafa Mir,€2.50m  
Cédric Bakambu,€2.50m  
Youssouf Sabaly,€2.50m  
Stefan Savic,€2.50m  
Carles Pérez,€2.50m  
Javi Hernández,€2.50m  
Hugo Sotelo,€2.50m  
Sergi Canós,€2.50m  
Álvaro Odriozola,€2.50m  
Óscar Rodríguez,€2.50m  
Djené,€2.50m  
Dimitri Foulquier,€2.50m  
Juan Cruz,€2.20m  
Horațiu Moldovan,€2.50m  
Alfonso Espino,€2.40m  
Johan Mojica,€2.20m  
Adnan Januzaj,€2.00m  
Rubén Peña,€2.20m  
Oriol Romeu,€2.00m  
César Azpilicueta,€2.00m  
Pep Chavarría,€2.00m  
Ander Herrera,€2.00m  
Domingos Duarte,€2.00m  
Antonio Raíllo,€2.00m  
Marvin Park,€2.00m  
Siebe Van der Heyden,€2.00m  
Mouctar Diakhaby,€2.00m  
Nahuel Tenaglia,€2.00m  
Dani Cárdenas,€1.80m  
Aïssa Mandi,€1.80m  
Aitor Fernández,€1.80m  
Cristhian Stuani,€1.80m  
Abdón Prats,€1.80m  
Javier Manquillo,€1.80m  
Yuri Berchiche,€1.80m  
Alberto Marí,€1.50m  
Denis Suárez,€1.50m  
Óscar de Marcos,€1.50m  
Jailson,€1.50m  
Carlos Fernández,€1.50m  
Xeber Alkain,€1.50m  
Franco Cervi,€1.50m  
Toni Villa,€1.50m  
Carlos Benavidez,€1.50m  
Selim Amallah,€1.50m  
Randy Nteka,€1.50m  
Diego Rico,€1.50m  
José Campaña,€1.50m  
Sandro Ramírez,€1.50m  
Sory Kaba,€1.50m  
Manu Trigueros,€1.50m  
Ørjan Nyland,€1.40m  
Marc Cardona,€1.40m  
Kiko Femenía,€1.40m  
Andrei Rațiu,€1.40m  
Urko González de Zarate,€1.20m  
Jon Ander Olasagasti,€1.20m  
Unai García,€1.20m  
Iván Villar,€1.20m  
Pejiño,€1.20m  
Choco Lozano,€1.20m  
Imanol García de Albéniz,€1.20m  
Alex Suárez,€1.20m  
Yellu Santiago,€1.00m  
Jesús Owono,€1.00m  
Marc Bartra,€1.00m  
Juanma Herzog,€1.00m  
Óscar Trejo,€1.00m  
Dani Rodríguez,€1.00m  
Juanpe,€1.00m  
Fabrizio Angileri,€1.00m  
Jesús Vallejo,€1.00m  
Jaime Mata,€900k  
Marko Dmitrovic,€900k  
Aridane Hernández,€800k  
Abde Rebbach,€800k  
Vicente Guaita,€800k  
Jaume Doménech,€800k  
Kevin Vázquez,€800k  
Javi Llabrés,€700k  
Nuke Mfulu,€700k  
Álvaro Lemos,€700k  
Bebé,€600k  
Martín Merquelanz,€600k  
Benito Ramírez,€600k  
Fabio González,€500k  
Aleksandar Sedlar,€400k  
Martín Pascual,€300k  
Juan Carlos,€200k  
Iván Cuéllar,€100k  
Álvaro Djaló,€15.00m  
Abel Ruiz,€12.00m  
Ladislav Krejci,€10.00m  
Diego Llorente,€7.00m  
Reinier,€3.50m  
Samu Castillejo,€600k  
Álex Collado,€2.30m  
Chidera Ejuke,€6.00m  
Ludwig Augustinsson,€4.00m  
Thomas Delaney,€2.50m  
Kylian Mbappé,€180.00m  
Pape Gueye,€6.00m  
Romain Perraud,€5.00m  
Valentin Rosier,€4.00m  
Eray Cömert,€4.00m  
Dinko Horkas,€1.20m  
Jasper Cillessen,€1.30m  
Abdallahi Mahmoud,€400k  
Borja Iglesias,€5.00m  
Takuma Asano,€4.00m  
Gonçalo Paciência,€1.50m  
Mateu Morey,€800k  
Ansu Fati,€25.00m  
Gonzalo Montiel,€10.00m  
Arnaut Danjuma,€13.00m  
Adrián,€600k  
Clément Lenglet,€10.00m  
Ben Brereton Díaz,€8.00m  
Javi Serrano,€450k  
