Name,Value
Jay Idzes,€2.50m  
Marco Nasti,€2.50m  
Adrian Semper,€2.50m  
Oliver Abildgaard,€2.50m  
Alessandro Bianco,€2.50m  
Nicholas Gioacchini,€2.40m  
Antonio Candela,€2.30m  
Antonio Colak,€2.20m  
Yordan Osorio,€2.20m  
Giuseppe Ambrosino,€2.20m  
Giorgio Altare,€2.00m  
Hernani,€2.00m  
Alessandro Bellemo,€2.00m  
Alessandro Marcandalli,€2.00m  
Matthias Braunöder,€2.00m  
Woyo Coulibaly,€2.00m  
Facundo González,€2.00m  
Mikael Egill Ellertsson,€2.00m  
Botond Balogh,€1.80m  
Lautaro Valenti,€1.80m  
Marco Curto,€1.80m  
Filippo Distefano,€1.80m  
Davide Veroli,€1.70m  
Nicholas Pierini,€1.70m  
Daniele Ghilardi,€1.60m  
Gabriel Charpentier,€1.60m  
Pablo Rodríguez,€1.60m  
Chaka Traorè,€1.50m  
Ebrima Darboe,€1.50m  
Mattia Valoti,€1.50m  
George Pușcaș,€1.50m  
Michael Svoboda,€1.50m  
Valentin Antov,€1.50m  
Wylan Cyprien,€1.50m  
Liam Henderson,€1.40m  
Samuel Ballet,€1.40m  
Petar Stojanović,€1.30m  
Mattia Aramu,€1.30m  
Federico Barba,€1.20m  
Anthony Partipilo,€1.20m  
Marin Šverko,€1.20m  
Magnus Kofod Andersen,€1.20m  
Edoardo Goldaniga,€1.20m  
Nikolas Ioannou,€1.20m  
Gianluca Frabotta,€1.20m  
Drissa Camara,€1.20m  
Filippo Melegoni,€1.20m  
Niklas Pyyhtiä,€1.20m  
Filip Jagiello,€1.10m  
Marco Sala,€1.10m  
Massimo Coda,€1.00m  
Alessandro Gabrielloni,€1.00m  
Eddie Salcedo,€1.00m  
Lorenzo Amatucci,€1.00m  
Yayah Kallon,€1.00m  
Jesse Joronen,€1.00m  
Gastón Pereiro,€1.00m  
Gabriele Guarino,€1.00m  
Leonardo Mancuso,€1.00m  
Davide Diaw,€900k  
Mateusz Praszelik,€900k  
Domen Crnigoj,€900k  
Davide Diaw,€900k  
Tjas Begic,€900k  
Franco Carboni,€900k  
Christian Dalle Mura,€850k  
Giacomo Faticanti,€800k  
Christos Kourfalidis,€800k  
Ben Lhassine Kone,€800k  
Bjarki Bjarkason,€800k  
Alessandro Fontanarosa,€750k  
Nunzio Lella,€750k  
Gianluca Di Chiara,€700k  
Christian Gytkjaer,€700k  
Luca Fiordilino,€700k  
Lorenzo Lucchesi,€700k  
Duccio Degli Innocenti,€600k  
Tommaso Cassandro,€600k  
Mohamed Salim Fares,€600k  
Marco D'Alessandro,€500k  
Manolo Portanova,€500k  
Andrija Novakovich,€450k  
Moutir Chajia,€450k  
Daniele Baselli,€400k  
Leandro Chichizola,€400k  
Brian Bayeye,€400k  
Andrea Favilli,€400k  
Patrizio Masini,€400k  
Marko Pajac,€350k  
Martin Turk,€350k  
Antoine Hainaut,€350k  
Edoardo Corvi,€350k  
Naj Razi,€300k  
Bruno Bertinato,€300k  
Maximilian Ullmann,€300k  
Devis Vásquez,€300k  
Ali Dembélé,€300k  
Alessio Iovine,€250k  
Tommaso Fumagalli,€250k  
Mato Jajalo,€200k  
Marcin Listkowski,€200k  
Anas Haj Mohamed,€200k  
Peter Amoran,€150k  
Matteo Grandi,€150k  
Mauro Vigorito,€150k  
Dimo Krastev,€150k  
Mats Lemmens,€150k  
Henri Salomaa,€100k  
Zinedin Smajlovic,€100k  
Federico Chinetti,€50k  
Pierre Bolchini,€50k  
Jayden Braaf,€800k  
Lennart Czyborra,€700k  
Ajdin Hrustić,€600k  
Vivaldo Semedo,€500k  
Axel Guessand,€500k  
Joel Voelkerling Persson,€400k  
Emirhan İlkhan,€3.00m  
Fisayo Dele-Bashiru,€2.00m  
Filip Benkovic,€1.80m  
Güven Yalçın,€1.70m  
Federico Ceccherini,€1.00m  
Kevin Lasagna,€950k  
Mattia Zanotti,€4.00m  
Marley Aké,€1.60m  
Dimitrije Kamenovic,€800k  
Nicolas Haas,€700k  
Marcos Antônio,€4.00m  
Douglas Luiz,€70.00m  
Sofyan Amrabat,€22.00m  
Nicolò Zaniolo,€20.00m  
Ben Godfrey,€10.00m  
Andrei Radu,€3.00m  
Matheus Martins,€7.00m  
Sydney van Hooijdonk,€4.00m  
Krisztofer Horváth,€1.20m  
Christian Früchtl,€1.50m  
Nik Prelec,€800k  
